Product Name,Region,Sales,Profit,Discount,Category,Order Date
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",West,11.784,3.9771,0.2,Office Supplies,8/4/2016
"Hon Metal Bookcases, Gray",South,638.82,172.4814,0.0,Furniture,8/19/2014
Avery 473,East,20.7,9.936,0.0,Office Supplies,4/1/2016
Acme Value Line Scissors,East,10.95,3.285,0.0,Office Supplies,4/1/2016
Avery Hanging File Binders,East,14.352,4.6644,0.2,Office Supplies,4/1/2016
"SAFCO Commercial Wire Shelving, Black",East,221.024,-55.256,0.2,Office Supplies,5/16/2017
Cisco 9971 IP Video Phone Charcoal,South,3080.0,1416.8,0.0,Technology,8/24/2015
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,South,79.96,18.3908,0.0,Technology,8/24/2015
LG G3,South,587.97,170.5113,0.0,Technology,8/24/2015
Xerox 217,Central,32.4,15.552,0.0,Office Supplies,9/23/2014
Carina Double Wide Media Storage Towers in Natural & Black,Central,404.9,16.196,0.0,Office Supplies,9/23/2014
Ibico EPK-21 Electric Binding System,Central,9449.95,4630.4755,0.0,Office Supplies,9/23/2014
GBC Instant Report Kit,Central,12.94,6.47,0.0,Office Supplies,9/23/2014
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Central,2.264,-5.2072,0.8,Office Supplies,6/19/2017
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Central,0.444,-1.11,0.8,Office Supplies,6/19/2017
Xerox 1982,Central,146.176,47.5072,0.2,Office Supplies,6/19/2017
Staple-based wall hangings,Central,15.92,7.0048,0.0,Furniture,12/21/2017
GE DSL Phone Line Filter,West,159.96,17.9955,0.2,Technology,8/7/2017
Avery Printable Repositionable Plastic Tabs,West,13.76,4.644,0.2,Office Supplies,8/7/2017
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,4.312,-6.8992,0.8,Office Supplies,8/22/2016
Eldon Shelf Savers Cubes and Bins,East,13.96,0.279199999999999,0.0,Office Supplies,9/7/2015
Anderson Hickey Conga Table Tops & Accessories,East,27.414,-14.1639,0.4,Furniture,9/7/2015
"Logitech B530 USB Headset - headset - Full size, Binaural",Central,73.98,19.9746,0.0,Technology,12/25/2015
Rush Hierlooms Collection Rich Wood Bookcases,Central,160.98,20.9274,0.0,Furniture,12/25/2015
Xerox 1978,Central,17.34,8.4966,0.0,Office Supplies,12/25/2015
Newell 351,Central,3.28,0.9512,0.0,Office Supplies,12/25/2015
Avery 501,Central,8.856,2.9889,0.2,Office Supplies,5/2/2015
Samsung Rugby III,Central,158.376,13.8579,0.2,Technology,5/2/2015
Ibico Hi-Tech Manual Binding System,West,1219.96,381.2375,0.2,Office Supplies,11/24/2016
Avery Reinforcements for Hole-Punch Pages,West,3.168,0.99,0.2,Office Supplies,11/24/2015
Xerox 225,West,19.44,9.3312,0.0,Office Supplies,11/24/2015
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,West,454.86,54.5832,0.0,Office Supplies,11/24/2015
Avery Premier Heavy-Duty Binder with Round Locking Rings,West,91.392,29.7024,0.2,Office Supplies,11/24/2015
Kingston Digital DataTraveler 8GB USB 2.0,East,19.04,-1.428,0.2,Technology,9/4/2017
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",West,37.44,16.848,0.0,Office Supplies,5/11/2017
Avery 50,West,37.59,17.6673,0.0,Office Supplies,5/11/2017
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",West,26.032,9.4366,0.2,Office Supplies,5/11/2017
Staple holder,East,35.91,9.6957,0.0,Office Supplies,5/11/2014
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",South,91.032,-2.27580000000001,0.2,Furniture,7/27/2017
Dixon Ticonderoga Core-Lock Colored Pencils,South,54.66,18.0378,0.0,Office Supplies,5/6/2017
Project Tote Personal File,South,67.344,7.57619999999999,0.2,Office Supplies,9/19/2014
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",South,2624.985,-944.9946,0.5,Technology,9/19/2014
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,West,73.28,21.2512,0.0,Office Supplies,3/29/2015
"GBC White Gloss Covers, Plain Front",Central,14.48,-23.892,0.8,Office Supplies,11/18/2014
Easy-staple paper,South,11.952,4.0338,0.2,Office Supplies,7/2/2015
Xerox 1957,South,15.552,5.6376,0.2,Office Supplies,7/2/2015
Advantus Plastic Paper Clips,South,45.0,21.6,0.0,Office Supplies,9/8/2014
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",South,209.97,90.2871,0.0,Technology,9/8/2014
"Performers Binder/Pad Holder, Black",West,112.12,42.045,0.2,Office Supplies,10/2/2017
Tennsco Double-Tier Lockers,West,1575.14,204.7682,0.0,Office Supplies,10/2/2017
OIC Binder Clips,South,25.06,12.53,0.0,Office Supplies,11/19/2017
Avery Binding System Hidden Tab Executive Style Index Sets,Central,6.924,-10.386,0.8,Office Supplies,12/30/2016
Personal File Boxes with Fold-Down Carry Handle,East,37.392,2.337,0.2,Office Supplies,12/1/2017
"Ultra Door Kickplate, 8""H x 34""W",East,79.12,13.846,0.2,Furniture,12/1/2017
Avery 51,Central,18.9,8.694,0.0,Office Supplies,6/13/2016
Avery Heavy-Duty EZD View Binder with Locking Rings,Central,57.42,26.4132,0.0,Office Supplies,5/19/2014
"Crayola Anti Dust Chalk, 12/Pack",West,12.74,5.733,0.0,Office Supplies,1/30/2017
Newell 338,West,8.82,2.3814,0.0,Office Supplies,1/30/2017
Novimex Swivel Fabric Task Chair,West,120.784,-13.5882,0.2,Furniture,1/30/2017
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",East,322.59,64.518,0.0,Furniture,11/28/2015
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Central,9.762,-15.1311,0.8,Office Supplies,10/23/2017
Advantus Rolling Storage Box,Central,13.72,1.2005,0.2,Office Supplies,10/23/2017
WD My Passport Ultra 1TB Portable External Hard Drive,Central,55.2,-2.07,0.2,Technology,10/23/2017
"Carina 42""Hx23 3/4""W Media Storage Unit",Central,259.136,-58.3056,0.2,Office Supplies,10/23/2017
Avery 519,East,29.24,9.8685,0.2,Office Supplies,9/7/2017
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",East,15.552,5.4432,0.2,Office Supplies,9/7/2017
Poly String Tie Envelopes,East,4.896,1.6524,0.2,Office Supplies,9/7/2017
GBC Wire Binding Strips,South,38.088,-27.9312,0.7,Office Supplies,12/29/2016
Zipper Ring Binder Pockets,South,2.808,-1.9656,0.7,Office Supplies,12/29/2016
Belkin F8E887 USB Wired Ergonomic Keyboard,East,47.984,0.599799999999997,0.2,Technology,12/5/2015
"GBC White Gloss Covers, Plain Front",East,26.064,-19.9824,0.7,Office Supplies,12/5/2015
Southworth Parchment Paper & Envelopes,Central,15.696,5.1012,0.2,Office Supplies,11/1/2014
Newell 341,South,12.84,3.7236,0.0,Office Supplies,4/16/2016
Google Nexus 5,East,539.97,134.9925,0.0,Technology,5/14/2017
X-Rack File for Hanging Folders,East,22.58,5.8708,0.0,Office Supplies,5/14/2017
Avery 476,East,16.52,7.5992,0.0,Office Supplies,3/14/2015
GBC DocuBind TL200 Manual Binding Machine,East,671.94,315.8118,0.0,Office Supplies,3/14/2015
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,West,169.064,-14.7931,0.2,Technology,1/14/2017
Mobile Personal File Cube,West,168.624,14.7546,0.2,Office Supplies,1/14/2017
Xerox 1997,East,19.44,9.3312,0.0,Office Supplies,3/8/2015
Iris Project Case,West,31.92,8.2992,0.0,Office Supplies,10/11/2014
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,West,433.568,-65.0352000000001,0.2,Furniture,10/11/2014
Xerox 210,West,31.104,10.8864,0.2,Office Supplies,4/13/2015
Xerox 1973,West,54.816,17.8152,0.2,Office Supplies,4/13/2015
Eldon Shelf Savers Cubes and Bins,West,48.86,0.977199999999998,0.0,Office Supplies,11/16/2017
"Wilson Jones Hanging View Binder, White, 1""",South,14.2,6.532,0.0,Office Supplies,7/1/2016
Xerox 210,South,12.96,6.2208,0.0,Office Supplies,7/1/2016
Binding Machine Supplies,South,58.34,28.0032,0.0,Office Supplies,7/1/2016
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",West,56.3,15.764,0.0,Office Supplies,11/29/2015
AT&T TR1909W,South,629.95,163.787,0.0,Technology,4/7/2014
Xerox 1945,South,122.97,60.2553,0.0,Office Supplies,4/7/2014
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",West,46.35,21.7845,0.0,Office Supplies,6/16/2016
Economy Binders,West,14.976,5.4288,0.2,Office Supplies,3/6/2017
Storex DuraTech Recycled Plastic Frosted Binders,Central,4.24,-6.36,0.8,Office Supplies,10/7/2017
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,East,319.96,115.1856,0.0,Technology,10/6/2017
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",East,17.04,7.668,0.0,Office Supplies,10/6/2017
Space Solutions HD Industrial Steel Shelving.,East,344.91,10.3473,0.0,Office Supplies,10/6/2017
O'Sullivan 5-Shelf Heavy-Duty Bookcases,East,81.94,20.485,0.0,Furniture,12/5/2016
Logitech Desktop MK120 Mouse and keyboard Combo,East,98.16,9.816,0.0,Technology,10/21/2016
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Central,6.874,-10.6547,0.8,Office Supplies,5/18/2017
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Central,1.996,-3.2934,0.8,Office Supplies,5/18/2017
Plastic Stacking Crates & Casters,Central,8.928,0.6696,0.2,Office Supplies,5/18/2017
Hammermill Color Copier Paper (28Lb. and 96 Bright),Central,9.99,4.4955,0.0,Office Supplies,9/26/2016
Canon imageCLASS 2200 Advanced Copier,East,10499.97,5039.9856,0.0,Technology,11/17/2017
Xerox 1990,Central,21.12,6.6,0.2,Office Supplies,7/8/2015
Bretford CR4500 Series Slim Rectangular Table,West,696.42,160.1766,0.0,Furniture,11/16/2015
Jabra BIZ 2300 Duo QD Duo Corded Headset,West,304.776,22.8582,0.2,Technology,11/16/2015
"BOSTON Ranger #55 Pencil Sharpener, Black",West,51.98,15.0742,0.0,Office Supplies,6/18/2015
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,24.7,10.374,0.0,Furniture,4/8/2016
Avery 486,East,21.93,10.3071,0.0,Office Supplies,4/18/2015
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,East,394.816,93.7688,0.2,Office Supplies,12/3/2016
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",East,18.192,-14.5536,0.7,Office Supplies,12/3/2016
Avery 486,East,7.31,3.4357,0.0,Office Supplies,12/10/2015
Hewlett Packard 610 Color Digital Copier / Printer,East,799.984,249.995,0.2,Technology,12/10/2015
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",East,41.28,18.9888,0.0,Office Supplies,12/10/2015
Xerox 1883,East,184.66,84.9436,0.0,Office Supplies,12/10/2015
Lumber Crayons,East,49.25,18.715,0.0,Office Supplies,10/31/2014
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",East,10.16,4.7752,0.0,Office Supplies,10/31/2014
"Eldon Expressions Wood Desk Accessories, Oak",East,14.76,4.2804,0.0,Furniture,10/31/2014
GBC Recycled VeloBinder Covers,East,34.08,15.6768,0.0,Office Supplies,10/31/2014
Eldon Wave Desk Accessories,East,17.67,7.7748,0.0,Furniture,10/31/2014
Hon Pagoda Stacking Chairs,East,1604.9,481.47,0.0,Furniture,10/31/2014
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",East,385.686,-60.6078,0.3,Furniture,10/31/2014
Xerox 1921,Central,15.984,4.995,0.2,Office Supplies,12/9/2017
"Adams ""While You Were Out"" Message Pads",South,9.42,4.239,0.0,Office Supplies,5/5/2014
Newell 350,South,6.56,1.9024,0.0,Office Supplies,5/5/2014
Xerox 1933,South,24.56,11.5432,0.0,Office Supplies,5/5/2014
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Central,128.4,64.2,0.0,Office Supplies,3/4/2016
Park Ridge Embossed Executive Business Envelopes,East,62.28,29.2716,0.0,Office Supplies,11/30/2014
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,West,9.24,4.4352,0.0,Office Supplies,2/18/2015
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",West,482.664,85.176,0.15,Furniture,4/1/2017
Cubify CubeX 3D Printer Double Head Print,West,4799.984,359.9988,0.2,Technology,4/1/2017
Xerox 1939,West,37.94,18.2112,0.0,Office Supplies,6/11/2017
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",West,18.288,6.6294,0.2,Office Supplies,6/11/2017
Cisco Desktop Collaboration Experience DX650 IP Video Phone,West,385.8,130.2075,0.2,Technology,6/11/2017
"Belkin 19"" Vented Equipment Shelf, Black",West,102.96,1.0296,0.0,Office Supplies,6/11/2017
O'Sullivan 3-Shelf Heavy-Duty Bookcases,West,174.42,41.8608,0.0,Furniture,6/11/2017
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Central,1.964,-3.2406,0.8,Office Supplies,9/30/2016
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Central,94.428,-42.4926,0.6,Furniture,12/13/2014
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Central,45.92,21.5824,0.0,Office Supplies,11/11/2017
Global Deluxe Steno Chair,West,61.584,-6.9282,0.2,Furniture,1/5/2015
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Central,22.48,10.3408,0.0,Office Supplies,3/24/2016
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Central,332.028,-348.6294,0.6,Furniture,7/5/2017
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Central,11.394,-17.6607,0.8,Office Supplies,7/5/2017
Xerox 1975,Central,15.552,5.6376,0.2,Office Supplies,7/5/2017
Xerox 1966,Central,31.104,11.2752,0.2,Office Supplies,7/5/2017
Tuf-Vin Binders,Central,6.316,-10.4214,0.8,Office Supplies,7/5/2017
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",East,11.352,4.1151,0.2,Office Supplies,9/21/2014
Staple-on labels,East,20.808,7.0227,0.2,Office Supplies,9/21/2014
"GBC Laser Imprintable Binding System Covers, Desert Sand",Central,11.416,-18.8364,0.8,Office Supplies,7/23/2016
Newell 323,East,9.408,0.7056,0.2,Office Supplies,8/29/2017
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",West,19.83,5.949,0.0,Office Supplies,3/26/2017
Xerox 1915,Central,209.7,100.656,0.0,Office Supplies,12/29/2017
Staple holder,West,43.92,11.8584,0.0,Office Supplies,9/20/2014
Ibico Plastic and Wire Spiral Binding Combs,West,20.232,6.5754,0.2,Office Supplies,9/20/2014
Anker Astro 15000mAh USB Portable Charger,South,149.97,5.99879999999998,0.0,Technology,4/4/2016
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",South,27.81,13.0707,0.0,Office Supplies,4/4/2016
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,66.3,8.619,0.0,Technology,3/26/2014
BIC Brite Liner Grip Highlighters,East,1.64,0.738,0.0,Office Supplies,11/28/2017
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,East,1049.2,272.792,0.0,Furniture,11/28/2017
"Eldon Image Series Desk Accessories, Burgundy",East,20.9,7.524,0.0,Furniture,11/28/2017
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",East,88.08,40.5168,0.0,Office Supplies,12/1/2016
Hon Every-Day Series Multi-Task Chairs,East,751.92,150.384,0.0,Furniture,12/1/2016
Hon Olson Stacker Stools,East,887.103,177.4206,0.1,Furniture,9/19/2014
Mediabridge Sport Armband iPhone 5s,South,55.944,-13.2867,0.2,Technology,10/23/2015
Sanford Liquid Accent Highlighters,South,10.688,2.2712,0.2,Office Supplies,10/23/2015
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",South,11.824,1.0346,0.2,Technology,10/23/2015
Easy-staple paper,Central,63.312,20.5764,0.2,Office Supplies,10/13/2017
GBC VeloBinder Electric Binding Machine,Central,96.784,-145.176,0.8,Office Supplies,10/13/2017
Dax Clear Box Frame,Central,10.476,-6.8094,0.6,Furniture,10/13/2017
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",West,9.762,-6.8334,0.7,Office Supplies,9/4/2015
"Global High-Back Leather Tilter, Burgundy",West,196.784,-22.1382,0.2,Furniture,3/14/2016
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",East,47.98,23.99,0.0,Office Supplies,10/28/2017
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,East,13.05,6.003,0.0,Office Supplies,10/15/2017
Memorex Micro Travel Drive 16 GB,Central,63.96,19.8276,0.0,Technology,8/7/2017
APC 7 Outlet Network SurgeArrest Surge Protector,South,80.48,24.144,0.0,Office Supplies,9/21/2017
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",East,11.673,-7.782,0.7,Office Supplies,11/3/2017
Laminate Occasional Tables,Central,863.128,-160.2952,0.3,Furniture,11/5/2016
Storex Dura Pro Binders,Central,3.564,-6.237,0.8,Office Supplies,11/5/2016
O'Sullivan Plantations 2-Door Library in Landvery Oak,Central,956.6648,-225.0976,0.32,Furniture,11/5/2016
Premium Transparent Presentation Covers by GBC,Central,12.588,-20.1408,0.8,Office Supplies,11/5/2016
Logitech Wireless Headset H600 Over-The-Head Design,Central,171.96,45.1395,0.2,Technology,11/5/2016
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",West,871.4,148.138,0.0,Furniture,6/25/2017
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,South,692.472,190.4298,0.2,Furniture,11/26/2015
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",East,207.76,85.1816,0.0,Furniture,11/24/2016
PayAnywhere Card Reader,West,71.928,6.2937,0.2,Technology,7/21/2017
"BOSTON Ranger #55 Pencil Sharpener, Black",West,25.99,7.5371,0.0,Office Supplies,7/21/2017
Avery Non-Stick Binders,West,3.592,1.1225,0.2,Office Supplies,10/23/2015
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,48.632,-121.58,0.8,Office Supplies,7/9/2015
Fellowes Super Stor/Drawer Files,West,323.1,61.389,0.0,Office Supplies,8/18/2017
"3D Systems Cube Printer, 2nd Generation, Magenta",East,9099.93,2365.9818,0.0,Technology,4/16/2016
Stacking Trays by OIC,East,9.96,3.2868,0.0,Furniture,4/16/2016
Wilson Jones Standard D-Ring Binders,East,25.3,11.891,0.0,Office Supplies,4/16/2016
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",East,11.36,5.2256,0.0,Office Supplies,11/14/2014
"Safco Chair Connectors, 6/Carton",East,69.264,14.6224,0.1,Furniture,11/14/2014
Avery 487,Central,3.69,1.7343,0.0,Office Supplies,12/20/2014
Ibico Ibimaster 300 Manual Binding System,Central,1103.97,496.7865,0.0,Office Supplies,12/20/2014
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Central,246.1328,-76.0116,0.32,Furniture,11/21/2015
Self-Adhesive Address Labels for Typewriters by Universal,Central,11.696,3.9474,0.2,Office Supplies,11/21/2015
Sharp 1540cs Digital Laser Copier,Central,439.992,164.997,0.2,Technology,11/21/2015
Carina Double Wide Media Storage Towers in Natural & Black,South,64.784,-12.9568,0.2,Office Supplies,12/28/2017
GBC Twin Loop Wire Binding Elements,Central,33.28,-49.92,0.8,Office Supplies,5/17/2015
Things To Do Today Pad,Central,14.088,4.9308,0.2,Office Supplies,5/17/2015
Newell 314,West,11.16,2.79,0.0,Office Supplies,12/9/2017
Bevis 36 x 72 Conference Tables,West,896.328,22.4082,0.2,Furniture,12/9/2017
Harmony Air Purifier,West,189.0,68.04,0.0,Office Supplies,12/9/2017
Nokia Lumia 521 (T-Mobile),East,53.982,-10.7964,0.4,Technology,3/10/2017
KI Conference Tables,West,177.225,-120.513,0.5,Furniture,10/22/2017
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",West,129.39,54.3438,0.0,Furniture,7/3/2017
"Rogers Jumbo File, Granite",West,54.32,0.543199999999999,0.0,Office Supplies,9/4/2017
Samsung Galaxy Mega 6.3,South,4367.896,327.5922,0.2,Technology,8/23/2017
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",South,49.568,15.49,0.2,Office Supplies,8/23/2017
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,South,161.376,12.1032,0.2,Office Supplies,8/23/2017
"Eldon Regeneration Recycled Desk Accessories, Smoke",South,2.784,0.4176,0.2,Furniture,8/23/2017
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",South,8.72,2.943,0.2,Office Supplies,8/23/2017
Faber Castell Col-Erase Pencils,East,3.912,1.0269,0.2,Office Supplies,8/22/2014
Laser & Ink Jet Business Envelopes,Central,59.752,19.4194,0.2,Office Supplies,10/4/2016
Tenex Chairmats For Use With Carpeted Floors,West,63.92,3.196,0.0,Furniture,10/26/2014
Vtech CS6719,West,383.96,38.396,0.2,Technology,10/26/2014
Recycled Pressboard Report Cover with Reinforced Top Hinge,West,7.752,2.8101,0.2,Office Supplies,6/28/2016
GBC Premium Transparent Covers with Diagonal Lined Pattern,West,33.568,11.7488,0.2,Office Supplies,6/28/2016
Polycom SoundPoint Pro SE-225 Corded phone,West,666.344,66.6344,0.2,Technology,11/4/2014
"Bevis Round Conference Table Top, X-Base",West,573.728,-64.5444,0.2,Furniture,11/4/2014
Cardinal EasyOpen D-Ring Binders,West,21.936,8.226,0.2,Office Supplies,11/4/2014
Xerox 2000,West,19.44,9.3312,0.0,Office Supplies,11/4/2014
Hewlett-Packard Deskjet D4360 Printer,West,447.968,139.99,0.2,Technology,11/4/2014
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,East,16.78,4.195,0.0,Office Supplies,9/8/2014
Staples in misc. colors,West,20.96,5.24,0.0,Office Supplies,6/25/2015
"GBC Velobind Prepunched Cover Sets, Regency Series",West,88.752,27.735,0.2,Office Supplies,6/25/2015
Tennsco Regal Shelving Units,West,304.23,9.12689999999999,0.0,Office Supplies,6/25/2015
Airmail Envelopes,West,167.86,78.8942,0.0,Office Supplies,7/26/2015
DAX Wood Document Frame.,South,82.38,25.5378,0.0,Furniture,12/7/2017
Mediabridge Sport Armband iPhone 5s,West,23.976,-5.6943,0.2,Technology,12/29/2014
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,33.29,7.9896,0.0,Office Supplies,12/29/2014
GBC Standard Therm-A-Bind Covers,East,14.952,-11.9616,0.7,Office Supplies,2/14/2015
Google Nexus 5,East,323.982,-80.9955,0.4,Technology,2/14/2015
Acco Hanging Data Binders,East,2.286,-1.6764,0.7,Office Supplies,2/14/2015
Newell 315,East,14.352,0.897,0.2,Office Supplies,2/14/2015
Belkin F8E887 USB Wired Ergonomic Keyboard,East,71.976,0.899699999999996,0.2,Technology,2/14/2015
"Dixon Ticonderoga Maple Cedar Pencil, #2",East,9.21,2.3025,0.0,Office Supplies,1/25/2016
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",East,18.0,8.28,0.0,Office Supplies,1/25/2016
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",East,42.93,19.3185,0.0,Office Supplies,4/1/2017
Xerox 208,South,15.552,5.4432,0.2,Office Supplies,10/3/2017
Hoover Portapower Portable Vacuum,South,17.92,1.12,0.2,Office Supplies,10/3/2017
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,West,19.99,6.7966,0.0,Technology,9/1/2017
Avery Metallic Poly Binders,West,22.92,8.022,0.2,Office Supplies,9/1/2017
Memorex Micro Travel Drive 4 GB,South,50.88,14.628,0.2,Technology,12/21/2015
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",South,27.312,9.2178,0.2,Office Supplies,12/21/2015
#6 3/4 Gummed Flap White Envelopes,West,7.92,2.772,0.2,Office Supplies,12/20/2015
Nu-Dell Float Frame 11 x 14 1/2,West,14.368,3.9512,0.2,Furniture,12/20/2015
Sony 64GB Class 10 Micro SDHC R40 Memory Card,West,107.97,22.6737,0.0,Technology,11/27/2015
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",West,113.82,53.4954,0.0,Office Supplies,11/27/2015
Xerox 217,South,5.184,1.8144,0.2,Office Supplies,8/27/2017
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Central,16.28,6.512,0.0,Office Supplies,3/22/2014
Adjustable Depth Letter/Legal Cart,South,544.38,157.8702,0.0,Office Supplies,12/17/2017
"ACCOHIDE 3-Ring Binder, Blue, 1""",West,19.824,6.6906,0.2,Office Supplies,3/19/2017
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,West,657.504,-131.5008,0.2,Technology,3/19/2017
Logitech K350 2.4Ghz Wireless Keyboard,West,99.54,10.9494,0.0,Technology,3/19/2017
Logitech Wireless Marathon Mouse M705,West,199.96,85.9828,0.0,Technology,3/19/2017
Global Leather Executive Chair,East,631.782,140.396,0.1,Furniture,9/18/2016
DAX Two-Tone Silver Metal Document Frame,East,60.72,26.1096,0.0,Furniture,9/18/2016
GBC Recycled Grain Textured Covers,West,20.724,-15.1976,0.7,Office Supplies,11/24/2017
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,West,415.872,-41.5872,0.2,Office Supplies,11/24/2017
Sterilite Officeware Hinged File Box,East,16.768,1.4672,0.2,Office Supplies,4/11/2017
Kingston Digital DataTraveler 32GB USB 2.0,East,27.12,-4.746,0.2,Technology,4/11/2017
Jackery Bar Premium Fast-charging Portable Charger,West,95.84,34.742,0.2,Technology,12/10/2017
Xerox 225,West,12.96,6.2208,0.0,Office Supplies,12/10/2017
Avery Durable Slant Ring Binders,South,19.008,-12.672,0.7,Office Supplies,11/24/2017
GBC Ibimaster 500 Manual ProClick Binding System,South,1598.058,-1065.372,0.7,Office Supplies,12/4/2015
Deluxe Chalkboard Eraser Cleaner,South,36.96,12.012,0.2,Office Supplies,12/4/2015
Xerox 21,Central,10.368,3.6288,0.2,Office Supplies,12/11/2017
Electrix Halogen Magnifier Lamp,Central,77.72,-66.062,0.6,Furniture,12/11/2017
GuestStacker Chair with Chrome Finish Legs,Central,520.464,-14.8704,0.3,Furniture,12/11/2017
Easy-staple paper,East,111.96,54.8604,0.0,Office Supplies,5/21/2016
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,South,29.16,8.4564,0.0,Technology,2/17/2017
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Central,131.94,35.6238,0.0,Office Supplies,5/20/2017
"BIC Brite Liner Highlighters, Chisel Tip",Central,25.92,8.2944,0.0,Office Supplies,5/20/2017
Fellowes High-Stak Drawer Files,Central,704.76,162.0948,0.0,Office Supplies,5/20/2017
Staples,Central,7.41,3.4827,0.0,Office Supplies,5/20/2017
